File,Year,IWC,Resolution or Document  No,Subject,Country,Vote,Notes,Matrix Decision ID
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Netherlands,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,New Zealand,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Norway,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Oman,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,"Palau, Rep. of",1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Panama,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Peru,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Portugal,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Russian Federation,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,St. Kitts and Nevis,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,St. Lucia,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,St. Vincent & G.,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,San Marino,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Senegal,0,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Solomon Islands,1,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,South Africa,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Spain,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Sweden,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,Switzerland,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,UK,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling on Iceland,USA,2,,120
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Antigua & Barbuda,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Argentina,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Australia,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Austria,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Benin,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Brazil,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Chile,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,"China, People's Rep.",1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Costa Rica,0,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Denmark,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Dominica,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Finland,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,France,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Gabon,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Germany,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Grenada,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,"Guinea, Rep. of",1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,India,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Ireland,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Italy,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Japan,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Kenya,0,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,"Korea, Republic of",3,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Mexico,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Monaco,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Mongolia,3,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Morocco,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Netherlands,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,New Zealand,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Norway,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Oman,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,"Palau, Rep. of",1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Panama,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Peru,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Portugal,5,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Russian Federation,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,St. Kitts and Nevis,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,St. Lucia,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,St. Vincent & G.,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,San Marino,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Senegal,0,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Solomon Islands,1,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,South Africa,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Spain,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Sweden,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,Switzerland,3,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,UK,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal against Chair's ruling to close item 1.3,USA,2,,121
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Antigua & Barbuda,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Argentina,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Australia,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Austria,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Benin,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Brazil,3,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Chile,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,"China, People's Rep.",1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Costa Rica,0,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Denmark,3,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Dominica,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Finland,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,France,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Gabon,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Germany,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Grenada,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,"Guinea, Rep. of",1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,India,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Ireland,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Italy,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Japan,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Kenya,0,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,"Korea, Republic of",2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Mexico,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Monaco,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Mongolia,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Morocco,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Netherlands,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,New Zealand,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Norway,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Oman,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,"Palau, Rep. of",1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Panama,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Peru,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Portugal,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Russian Federation,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,St. Kitts and Nevis,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,St. Lucia,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,St. Vincent & G.,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,San Marino,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Senegal,0,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Solomon Islands,1,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,South Africa,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Spain,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Sweden,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,Switzerland,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,UK,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Appeal on Chair's ruling to limit debate on item 3 - secret ballots,USA,2,,122
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Antigua & Barbuda,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Argentina,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Australia,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Austria,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Benin,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Brazil,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Chile,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,"China, People's Rep.",1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Costa Rica,0,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Denmark,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Dominica,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Finland,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,France,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Gabon,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Germany,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Grenada,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,"Guinea, Rep. of",1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,India,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Ireland,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Italy,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Japan,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Kenya,0,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,"Korea, Republic of",3,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Mexico,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Monaco,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Mongolia,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Morocco,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Netherlands,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,New Zealand,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Norway,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Oman,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,"Palau, Rep. of",1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Panama,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Peru,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Portugal,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Russian Federation,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,St. Kitts and Nevis,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,St. Lucia,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,St. Vincent & G.,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,San Marino,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Senegal,0,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Solomon Islands,1,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,South Africa,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Spain,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Sweden,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,Switzerland,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,UK,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed amendments to RoP E.3(d) on secret ballots,USA,2,,123
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Antigua & Barbuda,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Argentina,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Australia,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Austria,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Benin,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Brazil,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Chile,3,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,"China, People's Rep.",1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Costa Rica,0,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Denmark,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Dominica,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Finland,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,France,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Gabon,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Germany,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Grenada,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,"Guinea, Rep. of",1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,India,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Ireland,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Italy,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Japan,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Kenya,0,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,"Korea, Republic of",3,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Mexico,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Monaco,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Mongolia,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Morocco,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Netherlands,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,New Zealand,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Norway,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Oman,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,"Palau, Rep. of",1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Panama,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Peru,3,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Portugal,5,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Russian Federation,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,St. Kitts and Nevis,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,St. Lucia,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,St. Vincent & G.,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,San Marino,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Senegal,0,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Solomon Islands,1,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,South Africa,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Spain,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Sweden,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,Switzerland,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,UK,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Japan's proposed Sched. amend. for interim quota of 50 minke whales,USA,2,,124
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Australia/NZ proposed Sched. amend. to create South Pacific Sanctuary,Antigua & Barbuda,2,,125
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Australia/NZ proposed Sched. amend. to create South Pacific Sanctuary,Argentina,1,,125
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Australia/NZ proposed Sched. amend. to create South Pacific Sanctuary,Australia,1,,125
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Australia/NZ proposed Sched. amend. to create South Pacific Sanctuary,Austria,1,,125
RS10068_2002 Voting Record IWC54.pdf,2002,54,,Australia/NZ proposed Sched. amend. to create South Pacific Sanctuary,Benin,2,,125
